id,tags
1000,"'balada', 'clube noturno', 'evento noturno', 'musica eletronica', 'casa de festa', 'casa noturna', 'bistro', 'tranquilo', 'mercado gastronomico', 'atividade interativa', 'terapias alternativas'"
1001,"'moda', 'lojas de calcados', 'urbanwear', 'tendencias de moda', 'slow fashion', 'showrooms', 'show', 'cervejaria'"
1002,"'bar', 'pub', 'coquetelaria', 'wine bar', 'lounge', 'choperia', 'turismo gastronomico', 'lojas de calcados', 'festival cultural'"
1003,"'cultura', 'feira cultural', 'feira de artesanato', 'teatro', 'peca teatral', 'festival cultural', 'casa de festa', 'mesas externas'"
1004,"'comunidade', 'encontro social', 'evento de bairro', 'feira local', 'acao solidaria', 'feira comunitaria', 'selfservice', 'turismo de experiencia', 'peixaria', 'banheiro de genero neutro', 'casa de espetaculo'"
1005,"'comunidade', 'feira comunitaria', 'acao solidaria', 'feira local', 'projeto social', 'evento de bairro', 'restaurante', 'parque publico', 'gastro pub'"
1006,"'moda', 'showrooms', 'vitrine', 'streetwear', 'alfaiataria', 'moda intima', 'menu degustacao', 'minimercado', 'experiencia imersiva'"
1007,"'gastronomia', 'culinaria fit', 'restaurante', 'bistro', 'lanchonete', 'drivethru', 'exclusivo', 'rota turistica', 'casa de espetaculo', 'parque', 'academia'"
1008,"'compras', 'armazem', 'feira noturna', 'hipermercado', 'minimercado', 'compra local', 'feira de artesanato', 'casa cultural', 'encontro social', 'tradicional', 'lanchonete'"
1009,"'arte', 'arte urbana', 'instalacao artistica', 'exposicao', 'museu', 'galeria', 'quitanda', 'palestra', 'experiencia de compra', 'peixaria', 'organico'"
1010,"'festival', 'espaco popup', 'festival de musica', 'feira vegana', 'turismo de experiencia', 'feira de exposicao', 'alternativo', 'travessa gastronomica', 'experiencia de compra', 'urbanwear', 'compra de conveniencia'"
1011,"'arte', 'performance de rua', 'experiencia imersiva', 'instalacao artistica', 'performance artistica', 'exposicao', 'praca recreativa', 'feira comunitaria', 'ciclismo'"
1012,"'festival', 'espaco popup', 'festival cultural', 'festival de musica', 'feira de exposicao', 'feira vegana', 'mixologia', 'turismo gastronomico'"
1013,"'bar', 'lounge', 'happy hour', 'adega', 'choperia', 'pub', 'espaco popup', 'cafeteria', 'casa de show', 'visita guiada', 'exposicao'"
1014,"'bar', 'wine bar', 'happy hour', 'adega', 'cervejaria', 'mixologia', 'culinaria artesanal', 'casa de espetaculo', 'parque publico', 'culinaria chinesa'"
1015,"'lazer', 'passeio em grupo', 'esporte', 'atividade ao ar livre', 'ciclismo', 'trilha', 'terapias alternativas', 'sacolao', 'bar tematico'"
1016,"'bar', 'choperia', 'lounge', 'cervejaria', 'gastro pub', 'bar tematico', 'mercado vegano', 'moda infantil', 'turistico', 'organico', 'projeto social'"
1017,"'lazer', 'trilha', 'parque', 'atividade ao ar livre', 'passeio ao ar livre', 'atividade recreativa', 'spa', 'a la carte'"
1018,"'entretenimento', 'espetaculo', 'atividade noturna', 'cinema', 'festival de cinema', 'festival de musica', 'sustentavel', 'clube noturno', 'mercado gastronomico', 'lanchonete'"
1019,"'bemestar', 'salao de beleza', 'massagem', 'cuidados pessoais', 'academia', 'barbearia', 'evento educacional', 'parque publico'"
1020,"'entretenimento', 'musica ao vivo', 'atividade noturna', 'cinema', 'show', 'espetaculo', 'hipermercado', 'casual'"
1021,"'arte', 'experiencia imersiva', 'performance artistica', 'instalacao artistica', 'arte urbana', 'oficina cultural', 'evento educacional', 'evento noturno', 'compra local', 'mixologia'"
1022,"'comunidade', 'encontro social', 'evento de bairro', 'feira local', 'acao solidaria', 'projeto social', 'romantico', 'espetaculo', 'food park'"
1023,"'comunidade', 'feira comunitaria', 'acao solidaria', 'evento de bairro', 'feira local', 'atividade educativa', 'passeio guiado', 'feira sazonal', 'praca gastronomica', 'oficina cultural'"
1024,"'comunidade', 'feira comunitaria', 'acao solidaria', 'evento de bairro', 'feira local', 'atividade educativa', 'passeio guiado', 'feira sazonal', 'praca gastronomica', 'oficina cultural'"
1025,"'moda', 'confeccoes', 'tendencias de moda', 'streetwear', 'brechos', 'moda praia', 'spa', 'palestra', 'lounge'"
1026,"'festival', 'espaco popup', 'feira sazonal', 'feira de exposicao', 'festival de musica', 'festival de cinema', 'ao ar livre', 'cantina', 'evento musical', 'espaco de coquetelaria', 'cafeteria'"
1027,"'compras', 'centro comercial', 'minimercado', 'hortifruti', 'experiencia de compra', 'acougue', 'churrascaria', 'festival de cinema', 'salao de beleza', 'teatro', 'praca publica'"
1028,"'gastronomia', 'sorveteria', 'pizzaria', 'culinaria artesanal', 'selfservice', 'pickup', 'evento noturno', 'passeio em grupo', 'pub', 'outlets', 'tranquilo'"
1029,"'bemestar', 'centro de estetica', 'yoga', 'estudio de pilates', 'relaxamento', 'terapias alternativas', 'casa de festa', 'compra de presente', 'mercado gastronomico', 'ponto turistico', 'moda infantil'"
1030,"'compras', 'centro comercial', 'minimercado', 'hortifruti', 'experiencia de compra', 'acougue', 'churrascaria', 'festival de cinema', 'salao de beleza', 'teatro', 'praca publica'"
1031,"'gastronomia', 'sorveteria', 'pizzaria', 'culinaria artesanal', 'selfservice', 'pickup', 'evento noturno', 'passeio em grupo', 'pub', 'outlets', 'tranquilo'"
1032,"'bemestar', 'centro de estetica', 'yoga', 'estudio de pilates', 'relaxamento', 'terapias alternativas', 'casa de festa', 'compra de presente', 'mercado gastronomico', 'ponto turistico', 'moda infantil'"
1033,"'evento', 'noite de karaoke', 'evento tematico', 'evento musical', 'jantar com musica', 'atividade interativa', 'exposicao', 'menu degustacao', 'parque'"
1034,"'comunidade', 'feira comunitaria', 'projeto social', 'encontro social', 'evento de bairro', 'feira local', 'noite tematica', 'passeio guiado', 'estudio de pilates', 'aconchegante'"
1035,"'moda', 'lingeries', 'customizacao', 'compra de presente', 'confeccoes', 'moda fitness', 'wifi', 'jantar com musica'"
1036,"'turismo', 'turismo cultural', 'turismo de experiencia', 'passeio guiado', 'turismo gastronomico', 'rota turistica', 'bistro', 'shopping', 'hortifruti', 'menu degustacao', 'moda infantil'"
1037,"'bemestar', 'yoga', 'spa', 'centro de estetica', 'relaxamento', 'barbearia', 'feira noturna', 'tendencias de moda', 'passeio em grupo', 'evento educacional', 'banheiro de genero neutro'"
1038,"'moda', 'lojas de roupas', 'showrooms', 'compra de presente', 'tendencias de moda', 'moda infantil', 'sofisticado', 'salao de beleza', 'passeio em grupo', 'exclusivo', 'drivethru'"
1039,"'bar', 'cervejaria', 'bar tematico', 'gastro pub', 'pub', 'adega', 'clube noturno', 'streetwear', 'para grupos', 'aconchegante'"
1040,"'bar', 'cervejaria', 'bar tematico', 'gastro pub', 'pub', 'adega', 'clube noturno', 'streetwear', 'para grupos', 'aconchegante'"
1041,"'bar', 'cervejaria', 'bar tematico', 'gastro pub', 'pub', 'adega', 'clube noturno', 'streetwear', 'para grupos', 'aconchegante'"
1042,"'gastronomia', 'lanchonete', 'selfservice', 'pizzaria', 'degustacao', 'churrascaria', 'praca publica', 'moda infantil', 'atividade ao ar livre'"
1043,"'festival', 'feira de exposicao', 'festival de musica', 'festival gastronomico', 'feira vegana', 'turismo de experiencia', 'turismo gastronomico', 'buffet', 'feira noturna', 'shopping'"
1044,"'compras', 'mercado organico', 'hipermercado', 'centro comercial', 'experiencia de compra', 'peixaria', 'boutiques', 'vitrine', 'encontro cultural', 'lojas de calcados'"
1045,"'compras', 'quitanda', 'shopping', 'emporio', 'sacolao', 'compra local', 'moda infantil', 'centro cultural'"
1046,"'compras', 'mercado organico', 'hipermercado', 'centro comercial', 'experiencia de compra', 'peixaria', 'boutiques', 'vitrine', 'encontro cultural', 'lojas de calcados'"
1047,"'arte', 'performance artistica', 'galeria', 'experiencia imersiva', 'museu', 'performance de rua', 'casa cultural', 'estadio', 'feira comunitaria'"
1048,"'moda', 'fast fashion', 'acessorios', 'moda infantil', 'boutiques', 'lojas de roupas', 'hipermercado', 'espaco infantil', 'salao de beleza'"
1049,"'moda', 'vitrine', 'lojas de calcados', 'alfaiataria', 'moda fitness', 'lojas de roupas', 'praca gastronomica', 'food park', 'cantina', 'quitanda', 'turismo local'"
1050,"'compras', 'mercado organico', 'compra local', 'sacolao', 'experiencia de compra', 'supermercado', 'festival cultural', 'culinaria chinesa', 'festival cultural', 'organico', 'choperia'"
1051,"'moda', 'acessorios', 'lingeries', 'showrooms', 'lojas de calcados', 'tendencias de moda', 'aberto agora', 'festival gastronomico', 'casa de espetaculo', 'karaoke'"
1052,"'compras', 'mercado organico', 'compra local', 'sacolao', 'experiencia de compra', 'supermercado', 'festival cultural', 'culinaria chinesa', 'festival cultural', 'organico', 'choperia'"
1053,"'comunidade', 'feira local', 'evento de bairro', 'feira comunitaria', 'encontro social', 'atividade educativa', 'mesas externas', 'rota turistica', 'karaoke', 'evento musical'"
1054,"'festival', 'festival de musica', 'festival cultural', 'feira sazonal', 'turismo de experiencia', 'festival gastronomico', 'wine bar', 'boutiques', 'doceria', 'quitanda'"
1055,"'bar', 'lounge', 'choperia', 'mixologia', 'adega', 'coquetelaria', 'compra de conveniencia', 'centro cultural', 'streetwear', 'casa de espetaculo'"
1056,"'compras', 'experiencia de compra', 'mercado vegano', 'compra de conveniencia', 'acougue', 'mercado', 'casa cultural', 'estacionamento gratis', 'evento musical', 'musica eletronica', 'atividade recreativa'"
1057,"'cultura', 'workshop', 'feira cultural', 'casa de espetaculo', 'concerto', 'espaco artistico', 'bistro', 'festival de cinema'"
1058,"'arte', 'performance artistica', 'instalacao artistica', 'museu', 'arte urbana', 'oficina cultural', 'brechos', 'animado', 'turismo local', 'experiencia de compra'"
1059,"'festival', 'festival de cinema', 'turismo de experiencia', 'feira de exposicao', 'festival de musica', 'espaco popup', 'peca teatral', 'concerto', 'atividade noturna'"
1060,"'cultura', 'encontro cultural', 'feira cultural', 'casa cultural', 'casa de espetaculo', 'espaco artistico', 'noite tematica', 'visita guiada', 'promocao de produto', 'compra local'"
1061,"'lazer', 'trilha', 'atividade ao ar livre', 'corrida', 'ciclismo', 'passeio ao ar livre', 'bar', 'feira vegana', 'passeio guiado'"
1062,"'cultura', 'festival cultural', 'workshop', 'peca teatral', 'casa de espetaculo', 'concerto', 'acougue', 'moda fitness', 'barbearia'"
1063,"'bemestar', 'spa', 'academia', 'relaxamento', 'yoga', 'centro de estetica', 'workshop', 'feira sazonal', 'festival de cinema', 'lojas de roupas', 'oficina cultural'"
1064,"'bar', 'adega', 'bar', 'happy hour', 'wine bar', 'lounge', 'jantar com musica', 'travessa gastronomica', 'festival de cinema'"
1065,"'bemestar', 'yoga', 'spa', 'relaxamento', 'salao de beleza', 'massagem', 'lingeries', 'arena multiuso'"
1066,"'evento', 'evento educacional', 'evento gastronomico', 'evento tematico', 'noite de karaoke', 'atividade interativa', 'hipermercado', 'karaoke', 'complexo gastronomico', 'cantina'"
1067,"'bar', 'gastro pub', 'bar', 'pub', 'cervejaria', 'bar tematico', 'performance artistica', 'aberto agora', 'sorveteria'"
1068,"'evento', 'evento educacional', 'evento gastronomico', 'evento tematico', 'noite de karaoke', 'atividade interativa', 'hipermercado', 'karaoke', 'complexo gastronomico', 'cantina'"
1069,"'moda', 'fast fashion', 'moda infantil', 'moda festa', 'moda intima', 'acessorios', 'feira comunitaria', 'sacolao', 'praca publica'"
1070,"'evento', 'noite de karaoke', 'evento educacional', 'evento tematico', 'evento comunitario', 'evento musical', 'espaco de coquetelaria', 'arena multiuso', 'mesas externas', 'moda festa', 'barbearia'"
1071,"'turismo', 'passeio guiado', 'visita guiada', 'turismo gastronomico', 'turismo local', 'rota turistica', 'casa de espetaculo', 'musica eletronica', 'atividade recreativa', 'evento educacional'"
1072,"'bemestar', 'cuidados pessoais', 'academia', 'terapias alternativas', 'estudio de pilates', 'centro de estetica', 'musica eletronica', 'casa de espetaculo', 'moda praia'"
1073,"'bar', 'coquetelaria', 'pub', 'cervejaria', 'lounge', 'gastro pub', 'ciclismo', 'emporio gourmet'"
1074,"'balada', 'noite tematica', 'boate', 'casa noturna', 'casa de festa', 'karaoke', 'wifi', 'sacolao', 'casa de show', 'feira comunitaria'"
